"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação","Data da Cessão"
"Gerência Regional / GO","860036/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","23/04/2025"
"Gerência Regional / GO","860036/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","30/04/2024"
"Gerência Regional / GO","860036/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","06/07/2021"
"Gerência Regional / GO","861347/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","04/04/2022"
"Gerência Regional / GO","861347/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","09/06/2026"
"Gerência Regional / GO","861347/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","23/04/2025"
"Gerência Regional / GO","861287/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","13/06/2024"
"Gerência Regional / GO","861287/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","09/06/2026"
"Gerência Regional / GO","861285/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","13/06/2024"
"Gerência Regional / GO","861285/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","09/06/2026"
"Gerência Regional / GO","860644/2018","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","06/07/2021"
"Gerência Regional / GO","860644/2018","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","09/06/2026"
"Gerência Regional / GO","860644/2018","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","27/03/2025"
"Gerência Regional / GO","860185/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","04/04/2022"
"Gerência Regional / GO","860185/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","09/06/2026"
"Gerência Regional / GO","860185/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","27/03/2025"
"Gerência Regional / GO","860074/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","27/07/2026"
"Gerência Regional / GO","860074/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","27/03/2025"
"Gerência Regional / GO","860074/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","09/05/2024"
"Gerência Regional / GO","860074/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","06/07/2021"
"Gerência Regional / GO","860421/2005","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","23.640.204/0001-92","Mineração Curimbaba Ltda","BARRO ALTO - GO, SANTA RITA DO NOVO DESTINO - GO","MINÉRIO DE ALUMÍNIO","Industrial","Sim","05/04/2005"
"Gerência Regional / GO","860420/2005","Requerimento de Autorização de Pesquisa","Concessão de Lavra","23.640.204/0001-92","Mineração Curimbaba Ltda","BARRO ALTO - GO","MINÉRIO DE ALUMÍNIO","Industrial","Sim","02/06/2005"
"Gerência Regional / GO","860104/2010","Requerimento de Cessão parcial","Requerimento de Lavra","23.640.204/0001-92","Mineração Curimbaba Ltda","BARRO ALTO - GO","MINÉRIO DE ALUMÍNIO","Industrial","Sim","19/10/2015"
"Gerência Regional / GO","860831/2001","Requerimento de Autorização de Pesquisa","Concessão de Lavra","50.221.019/0001-36","HNK BR INDUSTRIA DE BEBIDAS LTDA.","ALEXÂNIA - GO","ÁGUA MINERAL","Industrial","Sim","17/07/2003"
"Gerência Regional / GO","860730/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.254.262/0001-04","GRAVITAL PEDRAS LTDA","PORANGATU - GO","GRANITO","Revestimento","Sim","23/10/2024"
"Gerência Regional / GO","861481/2014","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.943.917/0001-43","BRAZAURO RECURSOS MINERAIS LTDA.","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860108/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.943.917/0001-43","BRAZAURO RECURSOS MINERAIS LTDA.","ESTRELA DO NORTE - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860046/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.943.917/0001-43","BRAZAURO RECURSOS MINERAIS LTDA.","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860429/1989","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.764.530/0001-31","CTS EXTRAÇÃO DE MINÉRIOS LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Demais substâncias","Sim","07/05/2004"
"Gerência Regional / GO","862028/1984","Requerimento de Autorização de Pesquisa","Concessão de Lavra","07.410.766/0001-93","CD MINERADORA LTDA","CACHOEIRA DOURADA - GO","ÁGUAS TERMAIS","Demais substâncias","Sim","07/02/2000"
"Gerência Regional / GO","860221/2021","Requerimento de Cessão parcial","Requerimento de Lavra","05.835.276/0001-03","RIO MINERALS LTDA","PADRE BERNARDO - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, MÁRMORE, MÁRMORE","Brita, Corretivo de solo, Fabricação de cal, Industrial, Revestimento","Sim","11/08/2022"
"Gerência Regional / GO","860058/2017","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","05.835.276/0001-03","RIO MINERALS LTDA","PADRE BERNARDO - GO","MÁRMORE","Revestimento","Sim","24/05/2021"
"Gerência Regional / GO","862178/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.835.276/0001-03","RIO MINERALS LTDA","FORMOSA - GO","CALCÁRIO, MINÉRIO DE OURO","Fabricação de cimento, Industrial","Sim","11/08/2016"
"Gerência Regional / GO","862177/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.835.276/0001-03","RIO MINERALS LTDA","VILA BOA - GO","CALCÁRIO, MINÉRIO DE OURO","Fabricação de cimento, Industrial","Sim","11/08/2016"
"Gerência Regional / GO","862176/2012","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.835.276/0001-03","RIO MINERALS LTDA","IACIARA - GO, POSSE - GO","CALCÁRIO, MINÉRIO DE OURO","Fabricação de cimento, Industrial","Sim","11/08/2016"
"Gerência Regional / GO","861028/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","05.835.276/0001-03","RIO MINERALS LTDA","CALDAS NOVAS - GO","ILMENITA, XISTO","Brita, Industrial","Sim","25/04/2014"
"Gerência Regional / GO","860596/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","08.720.614/0001-50","BEMISA HOLDING S.A.","MINAÇU - GO","MINÉRIO DE NÍQUEL","Industrial","Sim","28/07/2022"
"Gerência Regional / GO","860725/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","08.720.614/0001-50","BEMISA HOLDING S.A.","CAVALCANTE - GO","MINÉRIO DE OURO","Industrial","Sim","28/07/2022"
"Gerência Regional / GO","860724/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","08.720.614/0001-50","BEMISA HOLDING S.A.","CAVALCANTE - GO","MINÉRIO DE OURO","Industrial","Sim","28/07/2022"
"Gerência Regional / GO","860723/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","08.720.614/0001-50","BEMISA HOLDING S.A.","CAVALCANTE - GO","MINÉRIO DE OURO","Industrial","Sim","28/07/2022"
"Gerência Regional / GO","861043/2006","Requerimento de Autorização de Pesquisa","Concessão de Lavra","03.211.362/0001-10","BICUDO'S PRESTADORA DE SERVICOS LTDA","PIRENÓPOLIS - GO","QUARTZITO","Pedra de talhe","Sim","24/08/2009"
"Gerência Regional / GO","860745/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","08.155.670/0001-99","D. L. do Prado M. Construcao Me","EDEALINA - GO, PONTALINA - GO","AREIA, MINÉRIO DE TITÂNIO","Construção civil, Industrial","Sim","29/07/2010"
"Gerência Regional / GO","860115/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","08/03/2017"
"Gerência Regional / GO","860063/2014","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","17/02/2020"
"Gerência Regional / GO","861757/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, QUARTZO","Construção civil, Industrial","Sim","09/05/2013"
"Gerência Regional / GO","861442/2012","Requerimento de Cessão parcial","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA","Construção civil","Sim","27/06/2013"
"Gerência Regional / GO","861262/2011","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","09/05/2013"
"Gerência Regional / GO","860587/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, QUARTZO","Construção civil, Industrial","Sim","22/04/2010"
"Gerência Regional / GO","860445/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","05/07/2012"
"Gerência Regional / GO","860301/2014","Requerimento de Cessão parcial","Concessão de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA","Construção civil","Sim","19/10/2015"
"Gerência Regional / GO","860300/2014","Requerimento de Cessão parcial","Concessão de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA","Construção civil","Sim","19/10/2015"
"Gerência Regional / GO","860299/2014","Requerimento de Cessão parcial","Concessão de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA","Construção civil","Sim","19/10/2015"
"Gerência Regional / GO","860298/2014","Requerimento de Cessão parcial","Concessão de Lavra","10.174.537/0001-21","Cristalina Mineração e Transportes Ltda Me","CRISTALINA - GO","AREIA","Construção civil","Sim","19/10/2015"
"Gerência Regional / GO","860517/2013","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","13.274.325/0001-04","Rubia Mineração e Comércio Ltda","GOIÁS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","22/12/2016"
"Gerência Regional / GO","861168/2014","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","09.122.304/0001-04","Antônio Sebastião Mendes","RIALMA - GO, URUANA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim","16/10/2017"
"Gerência Regional / GO","860069/2010","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim","14/05/2012"
"Gerência Regional / GO","860036/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","27/07/2026"
"Gerência Regional / GO","861347/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","13/06/2024"
"Gerência Regional / GO","861287/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","23/04/2025"
"Gerência Regional / GO","861285/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO, MATRINCHÃ - GO","MINÉRIO DE OURO","Industrial","Sim","23/04/2025"
"Gerência Regional / GO","860644/2018","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","09/05/2024"
"Gerência Regional / GO","860185/2012","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","CALCÁRIO, MINÉRIO DE OURO","Corretivo de solo, Industrial","Sim","09/05/2024"
"Gerência Regional / GO","860074/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","14.066.935/0001-85","MINERACAO GOIAS VELHO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","26/03/2019"
"Gerência Regional / GO","862361/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","16.842.764/0001-64","Mineradora Santa Barbara Ltda Me","ADELÂNDIA - GO, ANICUNS - GO, SÃO LUÍS DE MONTES BELOS - GO, TURVÂNIA - GO","ARGILA, ARGILA","Cerâmica vermelha, Industrial","Sim","09/05/2013"
"Gerência Regional / GO","861382/2009","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","16.842.764/0001-64","Mineradora Santa Barbara Ltda Me","CATURAÍ - GO, TRINDADE - GO","ARGILA, MINÉRIO DE NÍQUEL","Cerâmica vermelha, Industrial","Sim","23/11/2012"
"Gerência Regional / GO","860730/2011","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","16.842.764/0001-64","Mineradora Santa Barbara Ltda Me","AVELINÓPOLIS - GO, SANTA BÁRBARA DE GOIÁS - GO, TRINDADE - GO","ARGILA, ARGILA","Cerâmica vermelha, Industrial","Sim","20/11/2013"
"Gerência Regional / GO","861497/1985","Requerimento de Autorização de Pesquisa","Concessão de Lavra","19.391.749/0001-35","GVSA MINERADORA LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Balneoterapia","Sim","08/04/1997"
"Gerência Regional / GO","861497/1985","Requerimento de Autorização de Pesquisa","Concessão de Lavra","19.391.749/0001-35","GVSA MINERADORA LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Balneoterapia","Sim","17/07/2018"
"Gerência Regional / GO","861568/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","25.291.472/0001-71","Itauna Minertech Ltda","SÃO JOÃO D'ALIANÇA - GO","MINÉRIO DE MANGANÊS","Industrial","Sim","17/03/2009"
"Gerência Regional / GO","861369/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","25.291.472/0001-71","Itauna Minertech Ltda","NOVA IGUAÇU DE GOIÁS - GO","MINÉRIO DE MANGANÊS","Industrial","Sim","26/03/2009"
"Gerência Regional / GO","860131/1994","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","00.948.470/0001-81","PONTUAL INCORPORADORA E EMPREENDIMENTOS IMOBILIARIOS S/A","CRISTALINA - GO","AREIA, CASCALHO, MÁRMORE, QUARTZITO, QUARTZO","Brita, Construção civil, Construção civil, Demais substâncias, Demais substâncias","Sim","01/06/2004"
"Gerência Regional / GO","860131/1994","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","00.948.470/0001-81","PONTUAL INCORPORADORA E EMPREENDIMENTOS IMOBILIARIOS S/A","CRISTALINA - GO","AREIA, CASCALHO, MÁRMORE, QUARTZITO, QUARTZO","Brita, Construção civil, Construção civil, Demais substâncias, Demais substâncias","Sim","12/12/2019"
"Gerência Regional / GO","860131/1994","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","00.948.470/0001-81","PONTUAL INCORPORADORA E EMPREENDIMENTOS IMOBILIARIOS S/A","CRISTALINA - GO","AREIA, CASCALHO, MÁRMORE, QUARTZITO, QUARTZO","Brita, Construção civil, Construção civil, Demais substâncias, Demais substâncias","Sim","27/01/2015"
"Gerência Regional / GO","860131/1994","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","00.948.470/0001-81","PONTUAL INCORPORADORA E EMPREENDIMENTOS IMOBILIARIOS S/A","CRISTALINA - GO","AREIA, CASCALHO, MÁRMORE, QUARTZITO, QUARTZO","Brita, Construção civil, Construção civil, Demais substâncias, Demais substâncias","Sim","08/09/2011"
